Cï¿½DIGO;FAMILIA;SUB-FAMILIA;EQUIPO;PRODUCTO
Bomba110;Bomba;;;Pieza Nï¿½36 A2-Avcr4 104 Back Liner Avcr4 104 Qt500-7+ Rubber Atlas De 1,5 P-Vcr (Pgic)
Bomba111;Bomba;;;Sello Expeller - Bba 6x4 ( Expulsor EDAM028-A05 )
Bomba114;Bomba;;;Voluta de Acero 6x4
Bomba115;Bomba;;;Plato de acero 6x4 PRENSA
Bomba116;Bomba;;;ï¿½pex PU ï¿½ Interior 1'  S/ Muestra - Ciclï¿½n D-7 (Abac)
Bomba117;Bomba;;;ï¿½pex PU ï¿½ Interior 32MM - Ciclï¿½n D10
Bomba118;Bomba;;;Revestimiento Impulsor Acero - Bomba Atlas 6x4
Bomba119;Bomba;;;Disco metal expeller Bomba 4'x3' WX Atlas ACA 3106 DT 21
Bomba121;Bomba;;;Pieza Nï¿½ 94R Cone Liner (Cono) Ciclï¿½n D-7  S/Plano
Bomba122;Bomba;;;Pieza Nï¿½ 103R top Coverplate Liner (Tapa) Ciclï¿½n D-7  S/Plano
Bomba123;Bomba;;;Pieza Nï¿½ 68R (Apex) ï¿½ De Salida 1 1/4' (32MM) Ciclï¿½n D-7  S/Plano
Bomba124;Bomba;;;ï¿½pex De Poliuretano ï¿½ 32MM (Abac)
Bomba125;Bomba;;;Vortex PU ï¿½ Interior 50 MM x ï¿½ Exterior 60 MM x 76 MM Largo (Abac)
Bomba129;Bomba;;;Sello mecï¿½nico de bomba vertical multietapas marca STAIRS modelo SBI 15-7 7 , 7.5hp (PGIC)
Bomba130;Bomba;;;Sello mecï¿½nico bomba marca REGGIO tipo SB1 200T , 1,5 kW (PGIC )
Bomba131;Bomba;;;Fabricaciï¿½n de Apex cerï¿½mico de 40mm, con producto ceramico de alta resistencia al desgaste - Ciclï¿½n D10
Bomba132;Bomba;;;Acople Camlock Tipo A De 4 Pulgadas (HILO FINO) - Motobomba DWP40LE
Bomba133;Bomba;;;Acople Camlock Tipo C De 4 Pulgadas - Motobomba DWP40LE
Bomba134;Bomba;;;Sello Mecï¿½nico - Motobomba DWP40LE
Bomba135;Bomba;;;Vï¿½lvula Guillotina 4' Cuchillo Pasante, Inoxidable, Asiento En Goma Natural Clase 150
Bomba136;Bomba;;;Vï¿½lvula 5' Guillotina, cuchillo Pasante, Inox, asiento goma Natural Clase 150
Bomba137;Bomba;;;Vï¿½lvula 6' Tipo Guillotina Con Cuchillo Pasante , Inoxidable , Asiento En Goma Natural Clase 150
Bomba138;Bomba;;;V224TPEXL DIAPHRAGM, SANTOPRENE ( Bba Versamatic 2')
Bomba139;Bomba;;;ï¿½pex 32MM Cerï¿½mico tipo copa - Ciclï¿½n D10 Molino 3x6
Bomba147;Bomba;;;Juego de sellos de goma Bba Atlas 6x4
Bomba148;Bomba;;;Juego de sellos de goma Bba Atlas 4x3
Bomba149;Bomba;;;Tapa soporte abierta - Bba CA1029
Bomba157;Bomba;;;Sello expeller para bomba 6x4' D , diï¿½metro interior 2 1/2'  (Metal Procet)
Bomba158;Bomba;;;Juego de oring (sello) interior bomba 6x4' D  (Metal Procet)
Bomba159;Bomba;;;Juego de oring (sellos) interior bomba 4x3' C  (Metal Procet)
Bomba161;Bomba;;;Cuerpo porta rodamiento (caï¿½onera) bomba 6'x 4' servicio pesado diï¿½metro eje 80mm.
Bomba163;Bomba;;;28-1007883 REP BREDEL MANGUERA NR DE TRANSFERENCIA Bredel 40
Bomba164;Bomba;;;Prensa estopa BB 6x4 acero
Bomba165;Bomba;;;240123 Junta de goma cuadrada - Bba Bredel 40
Bomba166;Bomba;;;F101058 Perno hexagonal - Bba Bredel 40
Bomba167;Bomba;;;F349005 Arandela Nordlock - Bba Bredel 40
Bomba168;Bomba;;;240109 Zapata de presiï¿½n durocotï¿½n (s/muestra) - Bba Bredel 40
Bomba169;Bomba;;;S112301 Junta tï¿½rica - Bba Bredel 40
Bomba170;Bomba;;;Vï¿½rtex Finder diametro 120 MM x 12' Largo ( Ciclï¿½n 15' )
Bomba171;Bomba;;;Celda CA-1029 succiï¿½n pieza nï¿½ 9 esquema bomba
Bomba172;Bomba;;;Celda descarga CA-1029 pieza nï¿½7 esquema bomba
Bomba177;Bomba;;;VORTEX 55 X 200 LARGO CICLON D10
Bomba180;Bomba;;;V163N RT DIAFRAGMA NEOPREN 1 1/4 PULG ( Bba Versamatic 1 1/2' )
Bomba184;Bomba;;;Camisa prensa estopa eje de 42 mm (metal Procet)
Bomba185;Bomba;;;Casquillo prensa estopa succiï¿½n (figura nï¿½28) bomba CA-1029
Bomba186;Bomba;;;Casquillo prensa estopa descarga  (figura nï¿½19) bomba CA-1029
Bomba187;Bomba;;;Item 2, Valve body W-sleeve - Bba Versamatic 1,5'
Bomba188;Bomba;;;Item 7, Glyde ring Assembly - Bba Versamatic 1,5'
Bomba189;Bomba;;;Item 22, Muffer - Bba Versamatic 1,5'
Bomba190;Bomba;;;Item 23, Diaphragm - Bba Versamatic 1,5'
Bomba191;Bomba;;;Item 26, Main Shaft - Bba Versamatic 1,5'
Bomba192;Bomba;;;Item 27, Valve Seat - Bba Versamatic 1,5'
Bomba193;Bomba;;;Item 29, Valve Ball - Bba Versamatic 1,5'
Bomba194;Bomba;;;Valvula de retenciï¿½n horizontal de 4' (descarga bomba CA-1029)
Bomba196;Bomba;;;Conjunto ï¿½pex caucho ï¿½ 32MM S/ levantamiento (Abac)
Bomba198;Bomba;;;Vï¿½lvula GUILLOTINA 8'
Bomba200;Bomba;;;Omega E-4 Acoplamiento de Elastomero
Bomba201;Bomba;;;Vortex de caucho diametro 70mm interior, 125mm exterior, 200mm largo (prueba)
Bomba202;Bomba;;;Vortex de caucho diametro 75mm interior, 125mm exterior, 200mm largo (prueba )
Bomba204;Bomba;;;Sello mecanico bomba centrifuga eje libre modelo CA-200 A 2' x 1 1/4' 2900 rpm
Bomba205;Bomba;;;Kit de sello bomba 4'x 3' C  (cotizaciï¿½n nï¿½ 2015-2025 Metal Procet)
Bomba206;Bomba;;;Caja porta sello C, bomba 4'x 3'  (cotizaciï¿½n nï¿½ 2015-2025 Metal Procet)
Bomba207;Bomba;;;Camisa de acero para kit de sellos bomba 4'x 3' (cotizaciï¿½n nï¿½ 2015 - 2025 Metal Procet)
Bomba208;Bomba;;;Fabricaciï¿½n de Apex cerï¿½mico de 42 mm de diametro, con producto ceramico de alta resistencia al desgaste - CICLï¿½N D10
Cinta001;Cinta;;;Raspador para Cinta de 20' de Ancho Tipo Martin De 6' (Abac)
Cinta002;Cinta;;;Raspador para Cinta de 24' de Ancho Tipo Martin De 6' (Abac)
Cinta003;Cinta;;;Polines de carga ï¿½ 4' con Manto De 3 MM x 170 MM S/Muestra
Cinta004;Cinta;;;Polï¿½n ï¿½ 3' x 26' de largo x 3MM espesor - Para correa de 24'
Cinta005;Cinta;;;Polï¿½n ï¿½ 4' x 26' de largo x 3MM espesor - Retorno cintas nï¿½ 2 - 3 - 4
Cinta006;Cinta;;;Polï¿½n de retorno ï¿½ 4' Largo de Funda 545MM x Largo Total 640MM x Calce 14MM, ï¿½ Eje 20MM , 590 entre rebaje de eje (calce) S/plano
Combustible001;Combustible;;;Petrï¿½leo Diesel
Combustible002;Combustible;;;Bencina 93 Octanos
Combustible003;Combustible;;;Gas Licuado 5 Kls.
Combustible005;Combustible;;;Gas Licuado 45 Kls.
Combustible007;Combustible;;;Oxigeno
Combustible008;Combustible;;;Acetileno
Combustible009;Combustible;;;Nitrogeno
Combustible010;Combustible;;;Gas a granel
Combustible012;Combustible;;;Pasta Detectora Agua Kolor-Kut
Combustible016;Combustible;;;Autogas 15 Kg - Grï¿½a Horquilla
Compo001;Compo;;;Celda de carga ( Uso Romana )
Compo004;Compo;;;Acumulador Nitrï¿½geno Cop 1838 ME ( Reparado )
Compo005;Compo;;;5580 0102 92 Turbo Compresor Cummins para ST1030 ( Reparado )
Compo006;Compo;;;Turbo Compresor Detroit S50 para ST1010 ( Reparado )
Compo007;Compo;;;ECM motor Detroit S50 ST1010 ( Reparado )
Compo015;Compo;;;5580 0094 08 Cilindro Levante ST1030 ( Reparado )
Compo018;Compo;;;5575 2861 00 Diferencial delantero ST1030 ( por Reparar )
Compo022;Compo;;;Radiador ST1030 ( por reparar )
Compo025;Compo;;;Bba De Aceite Motor Mercedez Mod. 352 - NUEVA - ( Comp Sullair )
Compo026;Compo;;;Juego De Empaquetadura Motor Mercedez Mod. 352 - NUEVA - ( Comp Sullair )
Compo027;Compo;;;Culata Motor Mercedez Mod. 352 ( Reparada )
Compo028;Compo;;;Radiador Qas 500 KVA Atlas Copco ( Reparado )
Compo029;Compo;;;Radiador Compresor Doosan (Reparado)
Compo031;Compo;;;Diferencial Trasero Incompleto De Scoop St 1030 ( Por reparar )
Compo033;Compo;;;Chapon De Diamec 232
Compo034;Compo;;;Cilindro de VOLTEO ST1030 ( Reparado )
Compo035;Compo;;;Cilindro De Direccion ST1030 ( Reparado )
Compo036;Compo;;;Cuerpo difusor para Bomba 1029
Compo038;Compo;;;Mï¿½quina Chocreteadora ( Usada )
Compo039;Compo;;;Convertidor De Torque ST6C
Compo040;Compo;;;Partes De Motor Deutz W413 ( Desarmado ) - Scoop St 3.5
Compo041;Compo;;;Martillo Pica Roca Para Jcb 225
Compo042;Compo;;;Motor Diesel De Generador Philipini
Compo045;Compo;;;Motor + Alternador Perkins  ( Desarmado ) Generador 275
Compo046;Compo;;;Enfriador De Aceite Motor St 3,5
Compo047;Compo;;;Lechadora Usada
Compo048;Compo;;;Mang Covalca 1' Aire Agua 20 Bar 300 Psi ( 13 mt )
Compo049;Compo;;;Harnes 4943176 Cummins (Motor St1030)
Compo050;Compo;;;Machon Yoke 555-403R
Compo054;Compo;;;07RE546906I Bba De Agua Motor John Deere  - NUEVA
Compo056;Compo;;;Motor De Partida Compresor Doosan 825 Usado
Compo057;Compo;;;Alternador Compresor IR XP825 Usado
Compo060;Compo;;;Cabezal Soporte Motor John Deere Comp Doosan - NUEVO
Compo061;Compo;;;Block De Valvula De Perforacion Jumbo Reparada
Compo063;Compo;;;Valvula Prioritaria Scoop St 1010
Compo066;Compo;;;Vï¿½lvula de Levante Volteo ST1030 ( Reparada )
Compo067;Compo;;;Tuerca Piï¿½on De Ataque Nissan Terrano 2008
Compo068;Compo;;;Pastillas De Freno Traseras
Compo069;Compo;;;Pastillas De Freno Delanteras
Compo070;Compo;;;Maza Delantera Mitsubishi L200 2008
Compo071;Compo;;;Buje De Bandeja Nissan Terrano 2008
Compo075;Compo;;;Pastillas Freno Fritec 4106032G9A3
Compo079;Compo;;;54611F4000 Barra Estabilizadora Nissan Terrano 2013
Compo080;Compo;;;540092S400 Barra Torsion Nissan Terrano
Compo081;Compo;;;381642S600 Eje Trasero Nissan Terrano
Compo084;Compo;;;FLOW ADAPTER GUM RUBBER 155F-RG-6 ( Porta Apex Ciclï¿½n D-15 )
Compo086;Compo;;;Conjunto Enfriador Excavadora CAT 320D
Compo087;Compo;;;Turbo CAT 938H - Reparado - Borgwarner B2G
Compo088;Compo;;;Condensador Subestaciï¿½n 400KVA 50Hz
Compo089;Compo;;;Vï¿½lvula de gas para horno
Compo090;Compo;;;Valvula principal USADA Volvo L120F
Compo095;Compo;;;Enfriador Conjunto ( Refrigerante Motor Intercooler ) ST1030 REPARADO
Compo097;Compo;;;Motor de Partida ST1030 24V REPARADO
Compo098;Compo;;;9111 4063 41 Stinger REPARADO - Eq Simba H1353
Compo099;Compo;;;Cilindro de apoyo REPARADO - Eq Simba
Compo101;Compo;;;Alternador Minicargador JCB Reparado
Compo103;Compo;;;UPS REPARADO Modelo Esol II 1KVA
Compo106;Compo;;;Transformador 380 a 220 Reparado - Equipo SIMBA H1253
Compo107;Compo;;;Cuerpo de volteo de main block REPARADO - CAT 938H
Compo108;Compo;;;Radiador Manipulador JCB Fabricado
Compo111;Compo;;;Tapa cubo reductor eje Dana para Scoop ST1030 - Usado
Compo112;Compo;;;Tapa freno eje Dana para Scoop ST1030 - Usado
Compo113;Compo;;;Maza eje Dana para Scoop ST1030 - Usado
Compo114;Compo;;;Manga eje Dana para Scoop ST1030 - Usado
Compo118;Compo;;;Cilindro de LEVANTE CAT 938H - REPARADO
Compo119;Compo;;;Neumï¿½tico 6.00 R9 - Repuesto 1 Grï¿½a Horquilla
Compo123;Compo;;;VOE 20900793 Motor de arranque - USADO REPARADO
Compo124;Compo;;;Motor QSL9 Completo - REPARADO
Compo126;Compo;;;288 6976 Motor de partida REPARADO - CAT 938H
Compo129;Compo;;;5580 0103 68 Bomba de transmisiï¿½n ST1030 ( USADA )
Compo131;Compo;;;Motor de partida Generador QAS500 ( Reparado )
Compo132;Compo;;;Motor de partida Generador Cummins C500 ( Reparado )
Compo133;Compo;;;Bomba 10VO100 USADA
Compo134;Compo;;;Motor de partida ST1000
Compo136;Compo;;;Componentes desarmados de sistema frenos ST1030
Compo138;Compo;;;Cabeza motor Doosan Scoop 3.5 ( USADO )
Compo140;Compo;;;Caldera Reparada ( sacada Casa Don JEZ )
Compo141;Compo;;;Radiador de refrigerante motor CAT 938G ( Fabricado )
Compo142;Compo;;;Motor de partida REPARADO Jumbo S1D
Compo144;Compo;;;Turbo TOYOTA - Reparado
Compo148;Compo;;;Inyector Motor QSL9 ( Usado para revisar-evaluar-reparar )
Compo149;Compo;;;Cilindro de Volteo CAT 938H Reparado
Compo150;Compo;;;Camisa con oring Motor John Deere - Compresor Doosan P600
Compo151;Compo;;;Enfriador Aceite Onram/Diamec REPARADO
Compo153;Compo;;;Alternador 24V Motor QSL9 ST1030 Reparado (5542 0282 00)
Compo155;Compo;;;Neumï¿½tico 20.5 x 25 CON LLANTA
Compo159;Compo;;;Radiador CAT 950 REPARADO
Compo160;Compo;;;Radiador FABRICADO Generador QAS 275 OP 9085 DIMENSIONES 91 X 88
Compo161;Compo;;;Extintor PQS ABC 1kg - Usado Vigente
Compo162;Compo;;;Varios CAT 950GC ( ver nota )
Compo163;Compo;;;Asiento Ford Transit ( Nuevo )
Compo164;Compo;;;Piola encendido c/manilla Motobomba DWP
Compo166;Compo;;;Rodillo Compactador Doble Tambor ( Relave para reparar )
Compo168;Compo;;;Antivuelco
Compo170;Compo;;;5580 0055 03 Cardï¿½n trans Upbox ST1030 ( REPARADO )
Compo171;Compo;;;Balde CAT 950 GC ( PARA REPARAR )
Compo172;Compo;;;Enfriador de aceite Sullair 185 Reparado
Compo173;Compo;;;Vï¿½lvula Auxiliar ST1030 Reparada
Compo175;Compo;;;Calefont Usado
Compo177;Compo;;;Bomba Cebadora ST1000
Compo178;Compo;;;ECM Motor Jhon Deere Compresor Doosan P600
Compo179;Compo;;;Mï¿½dulo de comandos de parï¿½metros Compresor Doosan P600
Compo180;Compo;;;Alternador Eq Simba H1253
Compo181;Compo;;;Engranaje Solar mando final Scoop ST 3.5
Compo190;Compo;;;Alternador generador cummins 500 KVA - REPARADO
Compo192;Compo;;;244 3114 Grupo Vï¿½lvula Moduladora USADA ( Repuesto2726 )
Compo193;Compo;;;4376359 (EX 3973114)( 5580 0066 30 Bomba agua refrigerante Motor QSL9 ) - USAR SOLO SI ES REPARACIï¿½N
Compo194;Compo;;;5580 0062 35 Body ( VALVULA AUXILIAR DE FRENO ) - Repuesto1385
Compo195;Compo;;;Mesa porta cop Eq Simba - Reparada
Compo196;Compo;;;Evaporador AC ST 1030 Reparado
Compo197;Compo;;;Motor de partida Compresor Doosan P600 Reparado
Compo199;Compo;;;Bidï¿½n Combustible 20 lt
Compo200;Compo;;;Volante toyota hilux 2012-14
Compo201;Compo;;;Espejo retrovisor derecho toyota hilux 2012-14
Compo202;Compo;;;Espejo retrovisor izquierdo toyota hilux 2012-14
Compo203;Compo;;;Conjunto cinturones de seguridad toyota hilux 2012-14
Compo204;Compo;;;Palanca freno de mano toyota hilux 2012-14
Compo205;Compo;;;Farol delantero derecho toyota hilux 2012-14
Compo206;Compo;;;Pedal acelerador toyota hilux 2012-14
Compo207;Compo;;;Pedal de freno toyota hilux 2012-14
Compo208;Compo;;;Pedal de embrague toyota hilux 2012-14
Compo209;Compo;;;Kit plasticos interior toyota hilux 2012-14
Compo210;Compo;;;Tapiz techo interior toyota hilux 2012-14
Compo211;Compo;;;Palanca de cambios toyota hilux 2012-14
Compo212;Compo;;;Ramal interior toyota hilux 2012-14
Compo213;Compo;;;Bocina toyota hilux 2012-14
Compo214;Compo;;;Aspa motor con polea toyota hilux 2012-14
Compo215;Compo;;;Porta filtro de aire toyota hilux 2012-14
Compo216;Compo;;;Cubre motor plastico toyota hilux 2012-14
Compo217;Compo;;;Manguera entrada radiador toyota hilux 2012-14
Compo218;Compo;;;Manguera salida radiador toyota hilux 2012-14
Compo219;Compo;;;Mascara frontal sin emblema toyota hilux 2012-14
Compo220;Compo;;;Alfombra piso toyota hilux 2012-14
Compo221;Compo;;;Luz interior de techo toyota hilux 2012-14
Compo222;Compo;;;Botonera retrovisores toyota hilux 2012-14
Compo223;Compo;;;Kit air-bag toyota hilux 2012-14
Compo224;Compo;;;Telecomando toyota hilux 2012-14
Compo225;Compo;;;Porta filtro polen toyota hilux 2012-14
Compo226;Compo;;;Columna de direcciï¿½n toyota hilux 2012-14
Compo227;Compo;;;Intercooler toyota hilux 2012-14
Compo228;Compo;;;Modulo de air-bag toyota hilux 2012-14
Compo229;Compo;;;Manillas de goma toyota hilux 2012-14
Compo230;Compo;;;Cubre sol conductor toyota hilux 2012-14
Compo231;Compo;;;Cubre sol copiloto toyota hilux 2012-14
Compo232;Compo;;;Sinoptico tablero toyota hilux 2012-14
Compo233;Compo;;;Porta filtro combustible toyota hilux 2012-14
Compo234;Compo;;;Bomba de embrague toyota hilux 2012-14
Compo235;Compo;;;Bomba de freno toyota hilux 2012-14
Compo236;Compo;;;Comando de aire interior toyota hilux 2012-14
Compo237;Compo;;;Tablero toyota hilux 2012-14
Compo238;Compo;;;Alternador Valeo 24V Generador Positron 63 KVA - Reparado
Compo239;Compo;;;Alternador VW Delivery REPARADO
Compo240;Compo;;;Bomba Elevadora de Combustible CAT 938H - Reparada
Compo242;Compo;;;Bomba traslaciï¿½n alternativa Simba H1253
Compo243;Compo;;;Transmisiï¿½n funk 254 ST1030 Usada para reparar
Compo244;Compo;;;Motor de partida Eq Levante JCB 531-70 REPARADO
Compo245;Compo;;;Motor de partida CAT 938G REPARADO
Compo246;Compo;;;Alternador CAT 938G REPARADO (1)
Compo250;Compo;;;Molde coraza larga OTU 25-31 Molino 3x6 + Caja alma
Compo251;Compo;;;Molde coraza corta OTU 25-32 Molino 3x6
Compo252;Compo;;;Molde coraza cabezal OTU 25-33 Molino 3x6 + Caja alma.
Compo255;Compo;;;Molde coraza alimentacion Molino 8x48 (coraza057)
Compo256;Compo;;;Molde coraza alimentacion Molino 8x48 con Hilo lado izquierdo
Compo257;Compo;;;Molde tapa descanso OTU 25-84 - Molino 8x48 (Coraza046 - 1/2)
Compo258;Compo;;;Molde base descanso OTU 25-85 + Caja alma - Molino 8x48  (Coraza046 - 2/2)
Compo259;Compo;;;Molde Coraza corta 25114 Molino 5x6
Compo260;Compo;;;Molde Coraza larga 25113 Molino 5x6
Compo261;Compo;;;Molde Coraza Tapa Registro 25116 Molino 5x6
Compo262;Compo;;;Molde Coraza lado puerta 25115 Molino 5x6
Compo263;Compo;;;Molde Coraza caja alma Molino 5x6
Compo266;Compo;;;Bomba de Direcciï¿½n Freno ST1030 Reparada
Compo267;Compo;;;USADO - Inyector Motor Volvo Penta D16 Generador QAS500 Atlas Copco
Compo270;Compo;;;Molde Muela fija chancador de mandï¿½bula 5'x 8'
Compo271;Compo;;;Molde Muela mï¿½vil chancador de mandï¿½bula 5'x 8'
Compo282;Compo;;;Molde Muï¿½ï¿½n de descarga Mol 8x48
Compo283;Compo;;;Hervidor Termo Casino Reparado / Usado
Compo284;Compo;;;Llanta 1800x25 Diferencial Kessler ST1030 - Reparada
Compo285;Compo;;;Llanta 20.5x25 CAT 938H - Reparada
Compo286;Compo;;;Molde Montado En Adobera cabezal celda denver 18
Compo288;Compo;;;Alternador Generador QAS 500kva - Reparado
Compo289;Compo;;;Bomba de lodo on motor hidrï¿½ulico ( Diamec )
Compo290;Compo;;;Culatin BQ rescatado usado
Compo291;Compo;;;Caja porta bit fabricaciï¿½n Patagua
Compo292;Compo;;;Bomba de agua REPARADA - Grï¿½a horquilla CPCD25A Liugong
Compo293;Compo;;;Motor elï¿½ctrico INNOMOTICS con flange de brida 2.2 KW, 2890 RPM, 400 Volt. (NUEVO)
Compo294;Compo;;;Freno neumï¿½tico para DTH
Compo295;Compo;;;Cilindro telescopico MDS ( Reparado)
Coraza001;Coraza;;;Coraza Tapa Molino 3X6 S/ Modelo Material Manganeso
Coraza002;Coraza;;;Corazas Cilindro Cortas Molino 3x6 S/Modelo Material Manganeso
Coraza003;Coraza;;;Corazas Cilindro Largas Molino 3x6 S/Modelo Material Manganeso
Coraza007;Coraza;;;Muela fija sket 500 x 800 OTU 25-18
Coraza008;Coraza;;;Muela mï¿½vil sket 500 x 800 OTU 25-19
Coraza009;Coraza;;;Modelo para Muela fija sket 500 x 800 OTU 25-18
Coraza011;Coraza;;;Muela fija Chancador 4x6 Laboratorio
Coraza013;Coraza;;;Modelo para Muela fija Chancador 4x6 Laboratorio
Coraza014;Coraza;;;Modelo para Muela mï¿½vil Chancador 4x6 Laboratorio
Coraza015;Coraza;;;Tapa porta resorte tensor 500x800 Sket (lado exterior) - Lado Apoyo Chancador
Coraza016;Coraza;;;Porta resorte tensor 500x800 Sket (lado chancador) - Lado Hilo Cola
Coraza017;Coraza;;;Bowl liner nï¿½ 4829 ï¿½ 7591 ( Chancador Terciario ) Sket 3ï¿½ SH
Coraza018;Coraza;;;Inner Busching Exentric ( Buje Interior ) Wilde
Coraza021;Coraza;;;Perno 7/8' x 126MM grado 5 segï¿½n plano
Coraza022;Coraza;;;Perno 7/8' x 167MM  S/ Croquis - Molino 8x48
Coraza023;Coraza;;;Perno 7/8' x 172MM, Cabeza Cuadrada S/Croquis - Molino 8x48
Coraza024;Coraza;;;Coraza Lateral Superior S/Plano - Molino 8x48
Coraza025;Coraza;;;Coraza Lateral Inferior S/Plano - Molino 8x48
Coraza031;Coraza;;;Mantle nï¿½ 5013 - 3401 mï¿½dium - Sket 3' S.H Terciario
Coraza032;Coraza;;;Sello de polvo chancador sket 3' S.H - Sket 3' S.H Terciario
Coraza033;Coraza;;;Sufridera Sket 500x800
Coraza034;Coraza;;;Coraza Mantle Tipo Liso 5013-2201 (Sket 3' STD Secundario)
Coraza036;Coraza;;;Masilla epoxica loctite PC 9020 con catalizador
Coraza044;Coraza;;;CONJUNTO PIEZAS FUNDIDAS DESCANSO BASE Y TAPA
Coraza045;Coraza;;;MECANIZADO CONJUNTO DESCANSO BASE Y TAPA
Coraza047;Coraza;;;Pernos Ovalado Diï¿½metro 1 1/4' X 4' Acero Sae 1045 Con Vida 30Mm S/Plano
Coraza048;Coraza;;;Tuerca Hexagonal C/Seguro Nylon Diï¿½metro 1 1/4' Zincada
Coraza049;Coraza;;;Golillas De Copa Acero Sae 1045 Diï¿½metro 1 1/4'
Coraza050;Coraza;;;Golillas De Goma Para Perno De 1 1/4'
Coraza055;Coraza;;;Aprieta Mantle (Campana ) Para Sket 3' S.H ( Wilde )
Coraza056;Coraza;;;Coraza muï¿½ï¿½n de alimentaciï¿½n OTU 10-41 dos entradas - Molino 8x48
Coraza058;Coraza;;;Coraza lateral en alto cromo S/plano Molino 6x5
Coraza059;Coraza;;;Coraza cuello en alto cromo S/plano Molino 6x5
Coraza060;Coraza;;;Aprieta Mantle (cuello) poste principal chancador sket 3' STD, (WILDE)
Coraza069;Coraza;;;Modelo para item 25-113
Coraza070;Coraza;;;Modelo para item 25-114
Coraza071;Coraza;;;Modelo para item 25-115
Coraza072;Coraza;;;Modelo para item 25-116
Coraza073;Coraza;;;Guï¿½a de cuï¿½a lateral chancador sket 500x800MM
Coraza074;Coraza;;;Juego corazas laterales 5x8
Coraza075;Coraza;;;Muela mï¿½vil
Coraza076;Coraza;;;Muela fija
Coraza077;Coraza;;;Buje exterior de bronce excï¿½ntricaï¿½(wilde)
Coraza083;Coraza;;;Cubre Tuerca estructural Chancador 3' SH Sket
Coraza084;Coraza;;;Fundir descanso (concha) de respaldo molino 8'x 48' S/ muestra visita AFL
Coraza087;Coraza;;;Plomos para Setting, cilindros de 32mm espesor x 80 mm largo S/cotizaciï¿½n nï¿½1
Coraza089;Coraza;;;Cuï¿½a fijaciï¿½n muela mï¿½vil 500x800 Sket
Coraza090;Coraza;;;Perno fijaciï¿½n cuï¿½a muela mï¿½vil (Acero sae 1045 con golilla y doble tuerca)
Coraza091;Coraza;;;Resorte de apoyo harnero Furlan 2000 x 5000 mm (WILDE)
Coraza100;Coraza;;;Kit de recubrimiento epoxico KRUGER 7000
Coraza101;Coraza;;;Pernos 7/8'x 4'1/2' hilo W normal, Grado 8.8 - Molino 8x48
Coraza102;Coraza;;;Pernos 1' x 4'1/2' con cabeza cuadrada hilo W normal, Grado 8.8 - Molino 8x48
Correa0001;Correa;;;Correas A-40 Dentada Caucho
Correa0002;Correa;;;Correas A-43 en V caucho/tela
Correa0003;Correa;;;Correas A-44 en V caucho/tela
Correa0006;Correa;;;Correas A-46 en V caucho/tela
Correa0007;Correa;;;Correas A-48 en V caucho/tela
Correa0008;Correa;;;Correas A-49 en V caucho/tela
Correa0009;Correa;;;Correas A-56 en V caucho/tela
Correa0010;Correa;;;Correas A-90 en V caucho/tela
Correa0011;Correa;;;Correas A-50 en V caucho/tela
Correa0014;Correa;;;Correas A-54 en V caucho/tela
Correa0016;Correa;;;Correas A-73 en V caucho/tela
Correa0017;Correa;;;Correas B-42 en V caucho/tela
Correa0018;Correa;;;Correas B-48 en V caucho/tela
Correa0020;Correa;;;Correas B-52 en V caucho/tela
Correa0021;Correa;;;Correas B-60 en V caucho/tela
Correa0022;Correa;;;Correas B-62 en V caucho/tela
Correa0023;Correa;;;Correas B-65 en V caucho/tela
Correa0024;Correa;;;Correas B-66 en V caucho/tela
Correa0026;Correa;;;Correas B-68 en V caucho/tela
Correa0027;Correa;;;Correas B-51 en V caucho/tela
Correa0029;Correa;;;Correas B-73 en V caucho/tela
Correa0030;Correa;;;Correas B-75 en V caucho/tela
Correa0031;Correa;;;Correas B-70 en V caucho/tela
Correa0032;Correa;;;Correas B-78 en V caucho/tela
Correa0033;Correa;;;Correas B-63 en V caucho/tela
Correa0036;Correa;;;Correas B-105 en V caucho/tela
Correa0037;Correa;;;Correas B-128 en V caucho/tela
Correa0038;Correa;;;Correas B-130 en V caucho/tela
Correa0039;Correa;;;Correas B-81 en V caucho/tela
Correa0040;Correa;;;Correas B-87 en V caucho/tela
Correa0042;Correa;;;Correas B-92 en V caucho/tela
Correa0043;Correa;;;Correas B-93 en V caucho/tela
Correa0044;Correa;;;Correas B-90 en V caucho/tela
Correa0045;Correa;;;Correas B-97 en V caucho/tela
Correa0046;Correa;;;Correas B-132 en V caucho/tela
Correa0047;Correa;;;Correas B-49 en V caucho/tela
Correa0048;Correa;;;Correas B-151 en V caucho/tela
Correa0049;Correa;;;Correas B-144 en V caucho/tela
Correa0050;Correa;;;Correas B-115 en V caucho/tela
Correa0051;Correa;;;Correas B-120 en V caucho/tela
Correa0052;Correa;;;Correas C-70 en V caucho/tela
Correa0053;Correa;;;Correas C-75 en V caucho/tela
Correa0054;Correa;;;Correas C-78.en V caucho/tela
Correa0055;Correa;;;Correas C-90 en V caucho/tela
Correa0056;Correa;;;Correas C-96 en V caucho/tela
